ID_PROTOCOLO,CODIGOINVIMA,VERSION,FECHA_PROTOCOLO,FECHA_PREVISTA_TERMINACION,TITULO_CIENTIFICO_PROTOCOLO,TITULO_PUBLICO_PROTOCOLO,NRO_INVESTIGACION_PRIMARIA,FECHA_REGISTRO_OFICIAL_PRIMARIA,NRO_IDENTIFICACION_SECUNDARIA,FECHA_REGISTRO_OFICIAL_SECUNDARIO,PATROCINADOR,CRO,PAIS_DESARROLLA_ACTIVIDAD,FUENTE_FINANCIACION,ESPECIALIDAD_PROTOCOLO,TIPO_INVESTIGACION,CODIGOASIGNADOPATROCINADOR,MOLECULA_ESTUDIO,ORIGEN,ESTADO,ID_MEDICAMENTO,ID_DISPOSITIVOS
1014,PI PP 623,94,2015-06-08,2020-05-23,Titulo 204,Titulo 204,253546,2015-06-08,436568,2015-06-08,HEXAL AG PPD COLOMBIA S A S,CRO1014,COLOMBIA,Fuente 1014,Especialidda 1014,Tipo 1014,GP 13 301,Molecula 1014,Origen 1014,APROBADO,2947,
1015,PI RO 525,96,2017-02-22,2020-05-23,Titulo y,Titulo y,578848,2017-02-22,689101,2017-02-22,PRODUCTOS ROCHE S A,CRO1015,COLOMBIA,Fuente 1015,Especialidda 1015,Tipo 1015,BO22334,Molecula 1015,Origen 1015,EN CURSO,2946,
1016,PI FH 975,98,2019-06-23,2020-06-25,Titulo x,Titulo x,2434,2019-06-23,8202,2019-06-23,F HOFFMANN LA ROCHE LTD QUINTILES COLOMBIA LTDA,CRO1016,COLOMBIA,Fuente 1016,Especialidda 1016,Tipo 1016,GA28951,Molecula 1016,Origen 1016,EN CURSO,2945,
1017,PI RO 994,101,2019-07-10,2020-06-25,Titulo x204,Titulo x204,45737,2019-07-10,23536,2019-07-10,PRODUCTOS ROCHE S A,CRO1017,COLOMBIA,Fuente 1017,Especialidda 1017,Tipo 1017,MO29594,Molecula 1017,Origen 1017,EN CURSO,2944,
1018,PI FH 974,102,2020-01-24,2020-07-24,Titulo 204,Titulo 204,689789,2020-01-24,21425,2020-01-24,F HOFFMANN LA ROCHE LTD QUINTILES COLOMBIA LTDA,CRO1018,COLOMBIA,Fuente 1018,Especialidda 1018,Tipo 1018,GA28974,Molecula 1018,Origen 1018,RECHAZADO,2943,
1019,PI MS 877,99,2019-03-15,2020-05-24,Titulo 205,Titulo 205,34524,2019-03-15,24637,2019-03-15,MERCK SHARAP Y DOHME CORP UNA SUBSIDIARIA DE MERCK Y CO INC COVANCE COLOMBIA SERVICES LTDA,CRO1019,COLOMBIA,Fuente 1019,Especialidda 1019,Tipo 1019,MK 8835 001,Molecula 1019,Origen 1019,APROBADO,2942,
1020,PI AZ 907,96,2015-01-09,2020-07-24,Titulo y,Titulo y,234326,2015-01-09,23425,2015-01-09,ASTRAZENECA AB 151 85 SODERTALJE SUECIA,CRO1020,COLOMBIA,Fuente 1020,Especialidda 1020,Tipo 1020,D513BC00001,Molecula 1020,Origen 1020,EN CURSO,2941,
1021,PI RO 656,94,2015-06-09,2020-05-24,Titulo x,Titulo x,657659,2015-06-09,12434,2015-06-09,PRODUCTOS ROCHE S A,CRO1021,COLOMBIA,Fuente 1021,Especialidda 1021,Tipo 1021,BO25126,Molecula 1021,Origen 1021,APROBADO,2940,
1022,PI OPH 878,99,2017-02-23,2020-05-24,Titulo x205,Titulo x205,324326,2017-02-23,1233537,2017-02-23,OPTHOTHEC PAREXEL INTERNATIONAL COLOMBIA,CRO1022,COLOMBIA,Fuente 1022,Especialidda 1022,Tipo 1022,OPH1003,Molecula 1022,Origen 1022,APROBADO,2939,
1023,PI BH 1012,101,2019-06-24,2020-06-26,Titulo 205,Titulo 205,2434,2019-06-24,436569,2019-06-24,BAYER S A,CRO1023,COLOMBIA,Fuente 1023,Especialidda 1023,Tipo 1023,BAY 94 8862 17530,Molecula 1023,Origen 1023,APROBADO,2938,
1024,PI BH 1012,94,2019-07-11,2020-06-26,Titulo 206,Titulo 206,305,2019-07-11,689102,2019-07-11,BAYER S A,CRO1024,COLOMBIA,Fuente 1024,Especialidda 1024,Tipo 1024,BAY 94 8862 17530,Molecula 1024,Origen 1024,APROBADO,2937,
1025,PI PF 748,95,2020-01-25,2020-07-25,Titulo y,Titulo y,253547,2020-01-25,8203,2020-01-25,PFIZER S A S ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1025,COLOMBIA,Fuente 1025,Especialidda 1025,Tipo 1025,A3921096,Molecula 1025,Origen 1025,APROBADO,2936,
1026,PI IC 638,97,2019-03-16,2020-05-25,Titulo x,Titulo x,578849,2019-03-16,23537,2019-03-16,ELI LILLY AND COMPANY ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1026,COLOMBIA,Fuente 1026,Especialidda 1026,Tipo 1026,H9X MC GBDJ,Molecula 1026,Origen 1026,APROBADO,2935,
1027,PI MS 1007,99,2015-01-10,2020-07-25,Titulo x206,Titulo x206,2435,2015-01-10,21426,2015-01-10,MSD,CRO1027,COLOMBIA,Fuente 1027,Especialidda 1027,Tipo 1027,MK7655A 014,Molecula 1027,Origen 1027,EN CURSO,2934,
1028,PI IC 686,102,2015-06-10,2020-05-25,Titulo 206,Titulo 206,45738,2015-06-10,24638,2015-06-10,PFIZER S A S ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1028,COLOMBIA,Fuente 1028,Especialidda 1028,Tipo 1028,A3921139,Molecula 1028,Origen 1028,EN CURSO,2933,
1029,EO RO 34,103,2017-02-24,2020-05-25,Titulo 207,Titulo 207,689790,2017-02-24,23426,2017-02-24,PRODUCTOS ROCHE S A,CRO1029,COLOMBIA,Fuente 1029,Especialidda 1029,Tipo 1029,MO28457,Molecula 1029,Origen 1029,EN CURSO,2932,
1030,PI NE 1006,100,2019-06-25,2020-06-27,Titulo y,Titulo y,34525,2019-06-25,12435,2019-06-25,NEOVACS WORLDWIDE CLINICAL TRIALS SUCURSAL COLOMBIA,CRO1030,COLOMBIA,Fuente 1030,Especialidda 1030,Tipo 1030,IFN K 002,Molecula 1030,Origen 1030,RECHAZADO,2931,
1031,PI PF 851,97,2019-07-12,2020-06-27,Titulo x,Titulo x,234327,2019-07-12,1233538,2019-07-12,PFIZER INC ICON CLINICAL RESEARCH,CRO1031,COLOMBIA,Fuente 1031,Especialidda 1031,Tipo 1031,B1481022,Molecula 1031,Origen 1031,APROBADO,2930,
1032,PI HGS 824,95,2020-01-26,2020-07-26,Titulo x207,Titulo x207,657660,2020-01-26,436570,2020-01-26,HUMAN GENOME SCIENCES INC QUINTILES COLOMBIA LTDA,CRO1032,COLOMBIA,Fuente 1032,Especialidda 1032,Tipo 1032,HGS1006 C1112,Molecula 1032,Origen 1032,EN CURSO,2929,
1033,PI PP 423,100,2019-03-17,2020-05-26,Titulo 207,Titulo 207,324327,2019-03-17,689103,2019-03-17,BOEHRINGER INGELHEIM S A PPD COLOMBIA S A S,CRO1033,COLOMBIA,Fuente 1033,Especialidda 1033,Tipo 1033,1245 28,Molecula 1033,Origen 1033,APROBADO,2928,
1034,PI MS 901,102,2015-01-11,2020-07-26,Titulo 208,Titulo 208,2435,2015-01-11,8204,2015-01-11,MSD COVANCE COLOMBIA SERVICES LTDA,CRO1034,COLOMBIA,Fuente 1034,Especialidda 1034,Tipo 1034,MK 8835 006,Molecula 1034,Origen 1034,APROBADO,2927,
1035,PI MS 898,95,2015-06-11,2020-05-26,Titulo y,Titulo y,306,2015-06-11,23538,2015-06-11,MSD COVANCE COLOMBIA SERVICES LTDA,CRO1035,COLOMBIA,Fuente 1035,Especialidda 1035,Tipo 1035,MK 8835 005,Molecula 1035,Origen 1035,APROBADO,2926,
1036,PI TAK 1017,96,2017-02-25,2020-05-26,Titulo x,Titulo x,253548,2017-02-25,21427,2017-02-25,TAKEDA DEVELOPMENT CENTER AMERICAS INC QUINTILES COLOMBIA LTDA,CRO1036,COLOMBIA,Fuente 1036,Especialidda 1036,Tipo 1036,MLN0002 3026,Molecula 1036,Origen 1036,APROBADO,2925,
1037,PI MP 933,98,2019-06-26,2020-06-28,Titulo x208,Titulo x208,578850,2019-06-26,24639,2019-06-26,MILLENNIUM PHARMACEUTICALS INC PPD COLOMBIA S A S,CRO1037,COLOMBIA,Fuente 1037,Especialidda 1037,Tipo 1037,C16019,Molecula 1037,Origen 1037,APROBADO,2924,
1038,PI LP 606,100,2019-07-13,2020-06-28,Titulo 208,Titulo 208,2436,2019-07-13,23427,2019-07-13,PFIZER INC PAREXEL INTERNATIONAL COLOMBIA SAS,CRO1038,COLOMBIA,Fuente 1038,Especialidda 1038,Tipo 1038,B1801023,Molecula 1038,Origen 1038,APROBADO,2923,
1039,PI JR 900,103,2020-01-27,2020-07-27,Titulo 209,Titulo 209,45739,2020-01-27,12436,2020-01-27,JANSSEN RESEARCH AND DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO1039,COLOMBIA,Fuente 1039,Especialidda 1039,Tipo 1039,CNTO136ARA3005,Molecula 1039,Origen 1039,EN CURSO,2922,
1040,PI BH 820,104,2019-03-18,2020-05-27,Titulo y,Titulo y,689791,2019-03-18,1233539,2019-03-18,BAYER S A ICON CLINICAL RESEARCH,CRO1040,COLOMBIA,Fuente 1040,Especialidda 1040,Tipo 1040,12311,Molecula 1040,Origen 1040,EN CURSO,2921,
1041,PI RO 789,101,2015-01-12,2020-07-27,Titulo x,Titulo x,34526,2015-01-12,436571,2015-01-12,PRODUCTOS ROCHE S A,CRO1041,COLOMBIA,Fuente 1041,Especialidda 1041,Tipo 1041,BO27938,Molecula 1041,Origen 1041,EN CURSO,2920,
1042,PI MP 933,98,2015-06-12,2020-05-27,Titulo x209,Titulo x209,234328,2015-06-12,689104,2015-06-12,MILLENNIUM PHARMACEUTICALS INC PPD COLOMBIA S A S,CRO1042,COLOMBIA,Fuente 1042,Especialidda 1042,Tipo 1042,C16019,Molecula 1042,Origen 1042,RECHAZADO,2919,
1043,PI AZ 907,96,2017-02-26,2020-05-27,Titulo 209,Titulo 209,657661,2017-02-26,8205,2017-02-26,ASTRAZENECA AB 151 85 SODERTALJE SUECIA,CRO1043,COLOMBIA,Fuente 1043,Especialidda 1043,Tipo 1043,D513BC00001,Molecula 1043,Origen 1043,APROBADO,2918,
1044,PI MS 1036,101,2019-06-27,2020-06-29,Titulo 210,Titulo 210,324328,2019-06-27,23539,2019-06-27,MSD,CRO1044,COLOMBIA,Fuente 1044,Especialidda 1044,Tipo 1044,MK 3475 170,Molecula 1044,Origen 1044,EN CURSO,2917,
1045,PI MS 880,103,2019-07-14,2020-06-29,Titulo y,Titulo y,2436,2019-07-14,21428,2019-07-14,MSD PAREXEL INTERNATIONAL COLOMBIA,CRO1045,COLOMBIA,Fuente 1045,Especialidda 1045,Tipo 1045,MK 8835 004 00 B1521021,Molecula 1045,Origen 1045,APROBADO,2916,
1046,PI AZ 907,96,2020-01-28,2020-07-28,Titulo x,Titulo x,307,2020-01-28,24640,2020-01-28,ASTRAZENECA AB 151 85 SODERTALJE SUECIA,CRO1046,COLOMBIA,Fuente 1046,Especialidda 1046,Tipo 1046,D513BC00001,Molecula 1046,Origen 1046,APROBADO,2915,
1047,PI PF 851,97,2019-03-19,2020-05-28,Titulo x210,Titulo x210,253549,2019-03-19,23428,2019-03-19,PFIZER S A S ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1047,COLOMBIA,Fuente 1047,Especialidda 1047,Tipo 1047,B1481022,Molecula 1047,Origen 1047,APROBADO,2914,
1048,PI NO 1021,99,2015-01-13,2020-07-28,Titulo 210,Titulo 210,578851,2015-01-13,12437,2015-01-13,NOVARTIS DE COLOMBIA S A,CRO1048,COLOMBIA,Fuente 1048,Especialidda 1048,Tipo 1048,CICL670F2202,Molecula 1048,Origen 1048,APROBADO,2913,
1049,PI RO 790,101,2015-06-13,2020-05-28,Titulo 211,Titulo 211,2437,2015-06-13,1233540,2015-06-13,PRODUCTOS ROCHE S A,CRO1049,COLOMBIA,Fuente 1049,Especialidda 1049,Tipo 1049,BO21005,Molecula 1049,Origen 1049,APROBADO,2912,
1050,PI PF 841,104,2017-02-27,2020-05-28,Titulo y,Titulo y,45740,2017-02-27,436572,2017-02-27,PFIZER S A S,CRO1050,COLOMBIA,Fuente 1050,Especialidda 1050,Tipo 1050,B1481020,Molecula 1050,Origen 1050,APROBADO,2911,
1051,PI NO 848,105,2019-06-28,2020-06-30,Titulo x,Titulo x,689792,2019-06-28,689105,2019-06-28,NOVARTIS DE COLOMBIA S A,CRO1051,COLOMBIA,Fuente 1051,Especialidda 1051,Tipo 1051,CMEK162B2301,Molecula 1051,Origen 1051,EN CURSO,2910,
1052,PI IC 687,102,2019-07-15,2020-06-30,Titulo x211,Titulo x211,34527,2019-07-15,8206,2019-07-15,PFIZER S A S,CRO1052,COLOMBIA,Fuente 1052,Especialidda 1052,Tipo 1052,A3921139,Molecula 1052,Origen 1052,EN CURSO,2909,
1053,PI NO 922,99,2020-01-29,2020-07-29,Titulo 211,Titulo 211,234329,2020-01-29,23540,2020-01-29,NOVARTIS DE COLOMBIA S A,CRO1053,COLOMBIA,Fuente 1053,Especialidda 1053,Tipo 1053,CLCZ696D2301,Molecula 1053,Origen 1053,EN CURSO,2908,
1054,PI BM 980,97,2019-03-20,2020-05-29,Titulo 212,Titulo 212,657662,2019-03-20,21429,2019-03-20,BRISTOL SQUIBB COMPAÑY,CRO1054,COLOMBIA,Fuente 1054,Especialidda 1054,Tipo 1054,AI468 048,Molecula 1054,Origen 1054,RECHAZADO,2907,
1055,PI BM 968,102,2015-01-14,2020-07-29,Titulo y,Titulo y,324329,2015-01-14,24641,2015-01-14,BRISTOL SQUIBB COMPAÑY,CRO1055,COLOMBIA,Fuente 1055,Especialidda 1055,Tipo 1055,AI438 047,Molecula 1055,Origen 1055,APROBADO,2906,
1056,PI LBI 946,104,2015-06-14,2020-05-29,Titulo x,Titulo x,2437,2015-06-14,23429,2015-06-14,BOEHRINGER INGELHEIM S A,CRO1056,COLOMBIA,Fuente 1056,Especialidda 1056,Tipo 1056,INVENTIV HEALTH CLINICAL COLOMBIA SAS,Molecula 1056,Origen 1056,EN CURSO,2905,
1057,PI PH 942,97,2017-02-28,2020-05-29,Titulo x212,Titulo x212,308,2017-02-28,12438,2017-02-28,F HOFFMANN LA ROCHE LTDA PPD COLOMBIA S A S,CRO1057,COLOMBIA,Fuente 1057,Especialidda 1057,Tipo 1057,NV25719,Molecula 1057,Origen 1057,APROBADO,2904,
1058,PI AZ 970,98,2019-06-29,2020-07-01,Titulo 212,Titulo 212,253550,2019-06-29,1233541,2019-06-29,ASTRAZENECA AB 151 85 SODERTALJE SUECIA,CRO1058,COLOMBIA,Fuente 1058,Especialidda 1058,Tipo 1058,D5740C00001,Molecula 1058,Origen 1058,APROBADO,2903,
1059,PI AS 751,100,2019-07-16,2020-07-01,Titulo 213,Titulo 213,578852,2019-07-16,436573,2019-07-16,ASTELLAS PHARMA GLOBAL DEVELOPMENT INC INC RESEARCH COLOMBIA LTDA,CRO1059,COLOMBIA,Fuente 1059,Especialidda 1059,Tipo 1059,015K CL RA25,Molecula 1059,Origen 1059,APROBADO,2902,
1060,PI LC 882,102,2020-01-30,2020-07-30,Titulo y,Titulo y,2438,2020-01-30,689106,2020-01-30,ACHAOGEN INC PPD COLOMBIA S A S,CRO1060,COLOMBIA,Fuente 1060,Especialidda 1060,Tipo 1060,ACHN 490 007,Molecula 1060,Origen 1060,APROBADO,2901,
1061,PI BIO 807,105,2019-03-21,2020-05-30,Titulo x,Titulo x,45741,2019-03-21,8207,2019-03-21,BIOCAD S A S JSS MEDICAL RESEARCH LATAM S A S,CRO1061,COLOMBIA,Fuente 1061,Especialidda 1061,Tipo 1061,BIORIX,Molecula 1061,Origen 1061,APROBADO,2900,
1062,PI PF 851,106,2015-01-15,2020-07-30,Titulo x213,Titulo x213,689793,2015-01-15,23541,2015-01-15,PFIZER S A S ICON CLINICAL RESEARCH,CRO1062,COLOMBIA,Fuente 1062,Especialidda 1062,Tipo 1062,B1481022,Molecula 1062,Origen 1062,APROBADO,2899,
1063,PI BM 911,103,2015-06-15,2020-05-30,Titulo 213,Titulo 213,34528,2015-06-15,21430,2015-06-15,BRISTOL MYERS SQUIBB COMPANY BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO1063,COLOMBIA,Fuente 1063,Especialidda 1063,Tipo 1063,CA209 214,Molecula 1063,Origen 1063,EN CURSO,2898,
1064,PI PF 851,100,2017-03-01,2020-05-30,Titulo 214,Titulo 214,234330,2017-03-01,24642,2017-03-01,PFIZER S A S ICON CLINICAL RESEARCH,CRO1064,COLOMBIA,Fuente 1064,Especialidda 1064,Tipo 1064,B1481022,Molecula 1064,Origen 1064,EN CURSO,2897,
1065,PI PF 851,98,2019-06-30,2020-07-02,Titulo y,Titulo y,657663,2019-06-30,23430,2019-06-30,PFIZER S A S ICON CLINICAL RESEARCH,CRO1065,COLOMBIA,Fuente 1065,Especialidda 1065,Tipo 1065,B1481022,Molecula 1065,Origen 1065,EN CURSO,2896,
1066,PI BM 875,103,2019-07-17,2020-07-02,Titulo x,Titulo x,324330,2019-07-17,12439,2019-07-17,BRISTOL SQUIBB COMPANY BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO1066,COLOMBIA,Fuente 1066,Especialidda 1066,Tipo 1066,IM136 003,Molecula 1066,Origen 1066,RECHAZADO,2895,
1067,PI BM 875,105,2020-01-31,2020-07-31,Titulo x214,Titulo x214,2438,2020-01-31,1233542,2020-01-31,BRISTOL SQUIBB COMPANY BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO1067,COLOMBIA,Fuente 1067,Especialidda 1067,Tipo 1067,IM136 003,Molecula 1067,Origen 1067,APROBADO,2894,
1068,PI MS 877,98,2019-03-22,2020-05-31,Titulo 214,Titulo 214,309,2019-03-22,436574,2019-03-22,MERCH SHARP AND DOHME CORP COLOMBIA SERVICES LTDA,CRO1068,COLOMBIA,Fuente 1068,Especialidda 1068,Tipo 1068,MK 8835 001,Molecula 1068,Origen 1068,EN CURSO,2893,
1069,PI PF 851,99,2015-01-16,2020-07-31,Titulo 215,Titulo 215,253551,2015-01-16,689107,2015-01-16,PFIZER S A S ICON CLINICAL RESEARCH,CRO1069,COLOMBIA,Fuente 1069,Especialidda 1069,Tipo 1069,B1481022,Molecula 1069,Origen 1069,APROBADO,2892,
1070,PI PF 851,101,2015-06-16,2020-05-31,Titulo y,Titulo y,578853,2015-06-16,8208,2015-06-16,PFIZER S A S ICON CLINICAL RESEARCH,CRO1070,COLOMBIA,Fuente 1070,Especialidda 1070,Tipo 1070,B1481022,Molecula 1070,Origen 1070,APROBADO,2891,
1071,PI PF 842,103,2017-03-02,2020-05-31,Titulo x,Titulo x,2439,2017-03-02,23542,2017-03-02,PFIZER S A S ICON CLINICAL RESEARCH,CRO1071,COLOMBIA,Fuente 1071,Especialidda 1071,Tipo 1071,B1481038,Molecula 1071,Origen 1071,APROBADO,2890,
1072,PI LP 147,106,2019-07-01,2020-07-03,Titulo x215,Titulo x215,45742,2019-07-01,21431,2019-07-01,PFIZER S A S ICON CLINICAL RESEARCH,CRO1072,COLOMBIA,Fuente 1072,Especialidda 1072,Tipo 1072,B1871006 31660A4 200 WWW,Molecula 1072,Origen 1072,APROBADO,2889,
1073,PI PF 851,107,2019-07-18,2020-07-03,Titulo 215,Titulo 215,689794,2019-07-18,24643,2019-07-18,PFIZER S A S ICON CLINICAL RESEARCH,CRO1073,COLOMBIA,Fuente 1073,Especialidda 1073,Tipo 1073,B1481022,Molecula 1073,Origen 1073,APROBADO,2888,
1074,PI MS 920,104,2020-02-01,2020-08-01,Titulo 216,Titulo 216,34529,2020-02-01,23431,2020-02-01,MERCK SHARP AND DOHME COLOMBIA S A S,CRO1074,COLOMBIA,Fuente 1074,Especialidda 1074,Tipo 1074,MK0822 018 20,Molecula 1074,Origen 1074,APROBADO,2887,
1075,PI AZ 929,101,2019-03-23,2020-06-01,Titulo y,Titulo y,234331,2019-03-23,12440,2019-03-23,ASTRAZENECA AB,CRO1075,COLOMBIA,Fuente 1075,Especialidda 1075,Tipo 1075,D2210C00007,Molecula 1075,Origen 1075,EN CURSO,2886,
1076,PI MS 893,99,2015-01-17,2020-08-01,Titulo x,Titulo x,657664,2015-01-17,1233543,2015-01-17,MERCK SHARP AND DOHME COLOMBIA S A S,CRO1076,COLOMBIA,Fuente 1076,Especialidda 1076,Tipo 1076,V503 006 02,Molecula 1076,Origen 1076,EN CURSO,2885,
1077,PI MDV 828,104,2015-06-17,2020-06-01,Titulo x216,Titulo x216,324331,2015-06-17,436575,2015-06-17,MDVI LLC PPD COLOMBIA S A S,CRO1077,COLOMBIA,Fuente 1077,Especialidda 1077,Tipo 1077,T705AUS317,Molecula 1077,Origen 1077,EN CURSO,2884,
1078,PI PF 851,106,2017-03-03,2020-06-01,Titulo 216,Titulo 216,2439,2017-03-03,689108,2017-03-03,PFIZER S A S ICON CLINICAL RESEARCH,CRO1078,COLOMBIA,Fuente 1078,Especialidda 1078,Tipo 1078,BI1481022,Molecula 1078,Origen 1078,RECHAZADO,2883,
1079,PI NO 234,99,2019-07-02,2020-07-04,Titulo 217,Titulo 217,310,2019-07-02,8209,2019-07-02,NOVARTIS DE COLOMBIA S A,CRO1079,COLOMBIA,Fuente 1079,Especialidda 1079,Tipo 1079,CSPP100F2301,Molecula 1079,Origen 1079,APROBADO,2882,
1080,PI NO 760,100,2019-07-19,2020-07-04,Titulo y,Titulo y,253552,2019-07-19,23543,2019-07-19,NOVARTIS DE COLOMBIA S A,CRO1080,COLOMBIA,Fuente 1080,Especialidda 1080,Tipo 1080,CAMN107I2201,Molecula 1080,Origen 1080,EN CURSO,2881,
1081,PI PF 842,102,2020-02-02,2020-08-02,Titulo x,Titulo x,578854,2020-02-02,21432,2020-02-02,PFIZER INC REPRESENTADO ENCOLOMBIA POR PFIZER S A S ICONCLINICAL RESEARCH INTERNATIONALLIMITED SUCURSAL COLOMBIA,CRO1081,COLOMBIA,Fuente 1081,Especialidda 1081,Tipo 1081,B1481038,Molecula 1081,Origen 1081,APROBADO,2880,
1082,PI BH 1034,104,2019-03-24,2020-06-02,Titulo x217,Titulo x217,2440,2019-03-24,24644,2019-03-24,BAYER S A ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1082,COLOMBIA,Fuente 1082,Especialidda 1082,Tipo 1082,17712,Molecula 1082,Origen 1082,APROBADO,2879,
1083,PI MS 985,107,2015-01-18,2020-08-02,Titulo 217,Titulo 217,45743,2015-01-18,23432,2015-01-18,MERCK SHARP Y DOHME COLOMBIA S A S,CRO1083,COLOMBIA,Fuente 1083,Especialidda 1083,Tipo 1083,MK 7655A 013,Molecula 1083,Origen 1083,APROBADO,2878,
1084,PI MS 985,108,2015-06-18,2020-06-02,Titulo 218,Titulo 218,689795,2015-06-18,12441,2015-06-18,MERCK SHARP Y DOHME COLOMBIA S A S,CRO1084,COLOMBIA,Fuente 1084,Especialidda 1084,Tipo 1084,MK 7655A 013,Molecula 1084,Origen 1084,APROBADO,2877,
1085,PI JC 949,105,2017-03-04,2020-06-02,Titulo y,Titulo y,34530,2017-03-04,1233544,2017-03-04,JANSSEN RESEARCH AND DEVELOPMENT LLC PAREXEL INTERNATIONAL,CRO1085,COLOMBIA,Fuente 1085,Especialidda 1085,Tipo 1085,RIVAROXDVT3002,Molecula 1085,Origen 1085,APROBADO,2876,
1086,PI BH 973,102,2019-07-03,2020-07-05,Titulo x,Titulo x,234332,2019-07-03,436576,2019-07-03,BAYER S A,CRO1086,COLOMBIA,Fuente 1086,Especialidda 1086,Tipo 1086,BAY 806948 17322,Molecula 1086,Origen 1086,APROBADO,2875,
1087,PI EMD 988,100,2019-07-20,2020-07-05,Titulo x218,Titulo x218,657665,2019-07-20,689109,2019-07-20,MERK KGAA FRANKFURTER STR 250 64293 DARMSTADT ALEMANIA Y EMD SERONO RESEARCH Y DEVELOPMENT INSTITUTE INC SOLO EE UU 45A MIDDLESEX TURNPIKE BILLERICA MA 01821 EEUU QUNTILES COLOMBIA LTDA,CRO1087,COLOMBIA,Fuente 1087,Especialidda 1087,Tipo 1087,EMR100070 004,Molecula 1087,Origen 1087,EN CURSO,2874,
1088,PI TAK 982,105,2020-02-03,2020-08-03,Titulo 218,Titulo 218,324332,2020-02-03,8210,2020-02-03,TAKEDA VACCINES INC CRO PPD COLOMBIA S A S,CRO1088,COLOMBIA,Fuente 1088,Especialidda 1088,Tipo 1088,DEN 301,Molecula 1088,Origen 1088,EN CURSO,2873,
1089,PI BH 1034,107,2019-03-25,2020-06-03,Titulo 219,Titulo 219,2440,2019-03-25,23544,2019-03-25,BAYER S A ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1089,COLOMBIA,Fuente 1089,Especialidda 1089,Tipo 1089,17712,Molecula 1089,Origen 1089,EN CURSO,2872,
1090,PI JC 445,100,2015-01-19,2020-08-03,Titulo y,Titulo y,311,2015-01-19,21433,2015-01-19,JANSSEN RESEARCH AND DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO1090,COLOMBIA,Fuente 1090,Especialidda 1090,Tipo 1090,28431754DIA3008,Molecula 1090,Origen 1090,RECHAZADO,2871,
1091,PI BH 1034,101,2015-06-19,2020-06-03,Titulo x,Titulo x,253553,2015-06-19,24645,2015-06-19,BAYER S A ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1091,COLOMBIA,Fuente 1091,Especialidda 1091,Tipo 1091,17712,Molecula 1091,Origen 1091,APROBADO,2870,
1092,PI NO 922,103,2017-03-05,2020-06-03,Titulo x219,Titulo x219,578855,2017-03-05,23433,2017-03-05,NOVARTIS COLOMBIA S A,CRO1092,COLOMBIA,Fuente 1092,Especialidda 1092,Tipo 1092,CLCZ696D2301,Molecula 1092,Origen 1092,EN CURSO,2869,
1093,PI BH 1034,105,2019-07-04,2020-07-06,Titulo 219,Titulo 219,2441,2019-07-04,12442,2019-07-04,BAYER S A ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1093,COLOMBIA,Fuente 1093,Especialidda 1093,Tipo 1093,17712,Molecula 1093,Origen 1093,APROBADO,2868,
1094,PI BH 1034,108,2019-07-21,2020-07-06,Titulo 220,Titulo 220,45744,2019-07-21,1233545,2019-07-21,BAYER S A ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO1094,COLOMBIA,Fuente 1094,Especialidda 1094,Tipo 1094,17712,Molecula 1094,Origen 1094,APROBADO,2867,
1095,PI FH 847,109,2020-02-04,2020-08-04,Titulo y,Titulo y,689796,2020-02-04,436577,2020-02-04,F HOFFMANN LA ROCHE LTDA PPD COLOMBIA S A S,CRO1095,COLOMBIA,Fuente 1095,Especialidda 1095,Tipo 1095,GB28688,Molecula 1095,Origen 1095,APROBADO,2866,
1096,PI MS 1008,106,2019-03-26,2020-06-04,Titulo x,Titulo x,34531,2019-03-26,689110,2019-03-26,MSD,CRO1096,COLOMBIA,Fuente 1096,Especialidda 1096,Tipo 1096,MK 0431 838,Molecula 1096,Origen 1096,APROBADO,2865,
1097,PI MS 912,103,2015-01-20,2020-08-04,Titulo x220,Titulo x220,234333,2015-01-20,8211,2015-01-20,MSD,CRO1097,COLOMBIA,Fuente 1097,Especialidda 1097,Tipo 1097,MK0431A 170 03,Molecula 1097,Origen 1097,APROBADO,2864,
